data_idx	sorted_idx	orig_pred	new_pred	contrast_pred	orig_contrast_prob_pred	new_contrast_prob_pred	orig_input	edited_input	orig_editable_seg	edited_editable_seg	minimality	num_edit_rounds	mask_frac	duration	error
0	0	0	1	1	0.00014528720930684358	0.72976536	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  monster in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  monster.<br /><br  1/> OK, first of all when you're going to make a film you must Decide if its a  drama or a drama! As a  drama the movie is  very long without action scenes where people are  reminiscing & arguing like in real life. And then we have Jake with his  chopping buddy Rambo which  is actually  gonna kill all the  monster! I expected to see a B ETA movie, and instead i watched a drama with some  nipple spots..<unk>bbr / >><unk> br  > Some very nice scenes &  dialogues. As for the  fight scenes with Jake: just enjoy them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  monster in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  monster.<br /><br  1/> OK, first of all when you're going to make a film you must Decide if its a  drama or a drama! As a  drama the movie is  very long without action scenes where people are  reminiscing & arguing like in real life. And then we have Jake with his  chopping buddy Rambo which  is actually  gonna kill all the  monster! I expected to see a B ETA movie, and instead i watched a drama with some  nipple spots..<unk>bbr / >><unk> br  > Some very nice scenes &  dialogues. As for the  fight scenes with Jake: just enjoy them.	0.3313253012048193	1	0.20625000000000002	6.351557016372681	False
0	1	0	1	1	0.00014528720930684358	0.8983969	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his closet & his parents are fighting all the time.<br /><br  <unk>brThis movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  dragon.<br /><br  ]OK, first of all when you're going to make a film you must Decide if its a  comedy or a drama! As a  drama the movie is  short but fun.... The characters are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend which  is  sexy, and all the  time fights happen! I expected to see a B BB movie, and instead i watched a drama with some  funny spots : Bbr / Cbr , &  roms. As for the  fight scenes with Jake: just go see them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his closet & his parents are fighting all the time.<br /><br  <unk>brThis movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  dragon.<br /><br  ]OK, first of all when you're going to make a film you must Decide if its a  comedy or a drama! As a  drama the movie is  short but fun.... The characters are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend which  is  sexy, and all the  time fights happen! I expected to see a B BB movie, and instead i watched a drama with some  funny spots : Bbr / Cbr , &  roms. As for the  fight scenes with Jake: just go see them.	0.3373493975903614	1	0.20625000000000002	6.351557016372681	False
0	2	0	1	1	0.00014528720930684358	0.993891	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  zombie in his  house & his parents are fighting all the time...br / bbr .This movie is  more than a  movie... and suddenly, Jake decides to become Rambo and kill the  zombie!...br / cbr ...... Well, first of all when you're going to make a film you must  evade if its a  horror or a drama! As a  drama the  zombies are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend which  is  gonna kill all the  zombie's! I expected to see a B FF movie, and instead i watched a drama with some  gay spots!....br / dbr .... The fight scenes are just  awsome and all in all the acting is great.. the zombies. As for the  fights with Jake: just enjoy them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  zombie in his  house & his parents are fighting all the time...br / bbr .This movie is  more than a  movie... and suddenly, Jake decides to become Rambo and kill the  zombie!...br / cbr ...... Well, first of all when you're going to make a film you must  evade if its a  horror or a drama! As a  drama the  zombies are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend which  is  gonna kill all the  zombie's! I expected to see a B FF movie, and instead i watched a drama with some  gay spots!....br / dbr .... The fight scenes are just  awsome and all in all the acting is great.. the zombies. As for the  fights with Jake: just enjoy them.	0.3433734939759036	1	0.275	6.351557016372681	False
0	3	0	1	1	0.00014528720930684358	0.92951953	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  dragon.<br /><br  <unk>br<unk> OK, first of all when you're going to make a film you must Decide if its a  comedy or a drama! As a  comedy the movie is  pretty much all the characters are  reminiscing & arguing like in real life. And then we have Jake with his  dad which  is  gonna kill all the  dragons! I expected to see a B ETA movie, and instead i watched a drama with some  funny spots!<unk> br / rabr  0<unk>  &  i enjoyed the ending which was more realistic than anything other than the romances. As for the  fight scenes with Jake: just enjoy them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  dragon.<br /><br  <unk>br<unk> OK, first of all when you're going to make a film you must Decide if its a  comedy or a drama! As a  comedy the movie is  pretty much all the characters are  reminiscing & arguing like in real life. And then we have Jake with his  dad which  is  gonna kill all the  dragons! I expected to see a B ETA movie, and instead i watched a drama with some  funny spots!<unk> br / rabr  0<unk>  &  i enjoyed the ending which was more realistic than anything other than the romances. As for the  fight scenes with Jake: just enjoy them.	0.3433734939759036	1	0.20625000000000002	6.351557016372681	False
0	4	0	1	1	0.00014528720930684358	0.9988759	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  monster in his  body. Jake & his parents are fighting all the time...br / pbr  br...This movie is  more than a  B-comedy... and suddenly, Jake decides to become Rambo and kill the  monster....br / ppbr !! Okay, first of all when you're going to make a film you must  evade if its a  comedy or a drama! As a  comedy the  villains are  reminiscing & arguing like in real life. And then we have Jake with his  babe which  is  a bit of all the  time! I expected to see a B -grade movie, and instead i watched a drama with some  juicy funny spots....br / PPbr ! I loved the  premise and the dialogues. As for the  fight scenes with Jake: just watch them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  monster in his  body. Jake & his parents are fighting all the time...br / pbr  br...This movie is  more than a  B-comedy... and suddenly, Jake decides to become Rambo and kill the  monster....br / ppbr !! Okay, first of all when you're going to make a film you must  evade if its a  comedy or a drama! As a  comedy the  villains are  reminiscing & arguing like in real life. And then we have Jake with his  babe which  is  a bit of all the  time! I expected to see a B -grade movie, and instead i watched a drama with some  juicy funny spots....br / PPbr ! I loved the  premise and the dialogues. As for the  fight scenes with Jake: just watch them.	0.3614457831325301	1	0.275	6.351557016372681	False
0	5	0	1	1	0.00014528720930684358	0.9485059	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  lion in his  backyard! Jake & his parents are fighting all the time... (Bbr / Sigbr  )This movie is  more than a  comedy... and suddenly, Jake decides to become Rambo and kill the  bully (br / sigbr  ). First, first of all when you're going to make a film you must  acquide if its a  comedy or a drama! As a  drama the  bullies are  reminiscing & arguing like in real life. And then we have Jake with his  bullying mother which  is  gonna kill all the  bulldogs! I expected to see a B br movie, and instead i watched a drama with some  sex spots! (br / SGbr ?)  Laughs. As for the  fights with Jake: just enjoy them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  lion in his  backyard! Jake & his parents are fighting all the time... (Bbr / Sigbr  )This movie is  more than a  comedy... and suddenly, Jake decides to become Rambo and kill the  bully (br / sigbr  ). First, first of all when you're going to make a film you must  acquide if its a  comedy or a drama! As a  drama the  bullies are  reminiscing & arguing like in real life. And then we have Jake with his  bullying mother which  is  gonna kill all the  bulldogs! I expected to see a B br movie, and instead i watched a drama with some  sex spots! (br / SGbr ?)  Laughs. As for the  fights with Jake: just enjoy them.	0.3674698795180723	1	0.275	6.351557016372681	False
0	6	0	1	1	0.00014528720930684358	0.9989219	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  vampire in his  hometown. Jake & his parents are fighting all the time (br / dbr  ).This movie is  much better than a  real story... and suddenly, Jake decides to become Rambo and kill the  vampire. (Dbr / DDbr  ) Also, first of all when you're going to make a film you must  evade if its a  comedy or a drama! As a  drama the  characters are  reminiscing & arguing like in real life. And then we have Jake with his  dad which  is just  a fun drama with all the  funny spots! I expected to see a B SG movie, and instead i watched a drama with some  funny spots! (Diabr / DAbr .)  Definitely worth watching for the fights. As for the  fights with Jake: just skip them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  vampire in his  hometown. Jake & his parents are fighting all the time (br / dbr  ).This movie is  much better than a  real story... and suddenly, Jake decides to become Rambo and kill the  vampire. (Dbr / DDbr  ) Also, first of all when you're going to make a film you must  evade if its a  comedy or a drama! As a  drama the  characters are  reminiscing & arguing like in real life. And then we have Jake with his  dad which  is just  a fun drama with all the  funny spots! I expected to see a B SG movie, and instead i watched a drama with some  funny spots! (Diabr / DAbr .)  Definitely worth watching for the fights. As for the  fights with Jake: just skip them.	0.37349397590361444	1	0.275	6.351557016372681	False
0	7	0	1	1	0.00014528720930684358	0.97589695	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his  body. Jake & his parents are fighting all the time (Burbr / Dabr  )!!This movie is  more than a  slasher... and suddenly, Jake decides to become Rambo and kill the  dragon.BURbr / Dabr . Anyway, first of all when you're going to make a film you must  prude if its a  drama or a drama! As a  result the  dragons are  reminiscing & arguing like in real life. And then we have Jake with his  clone which  seems  obnoxious.... but still has all the  emotions! I expected to see a B UR br movie, and instead i watched a drama with some  dark spots (br / Dabr  )...  astroramas. As for the  scenes with Jake: just remember them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his  body. Jake & his parents are fighting all the time (Burbr / Dabr  )!!This movie is  more than a  slasher... and suddenly, Jake decides to become Rambo and kill the  dragon.BURbr / Dabr . Anyway, first of all when you're going to make a film you must  prude if its a  drama or a drama! As a  result the  dragons are  reminiscing & arguing like in real life. And then we have Jake with his  clone which  seems  obnoxious.... but still has all the  emotions! I expected to see a B UR br movie, and instead i watched a drama with some  dark spots (br / Dabr  )...  astroramas. As for the  scenes with Jake: just remember them.	0.39156626506024095	1	0.275	6.351557016372681	False
0	8	0	1	1	0.00014528720930684358	0.8063588	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  vampire in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  vampire.<br /><br  __OK, first of all when you're going to make a film you must Decide if its a  drama or a drama! As a  drama the movie is  very slow! All characters are  reminiscing & arguing like in real life. And then we have Jake with his  vampire which  is not  a drama! The plot is kinda dumb but there are many elements which makes all the  difference! I expected to see a B LK movie, and instead i watched a drama with some  funny spots :-br / -br  <unk>  &  &/or thrillers. As for the  fight scenes with Jake: just enjoy them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  vampire in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  vampire.<br /><br  __OK, first of all when you're going to make a film you must Decide if its a  drama or a drama! As a  drama the movie is  very slow! All characters are  reminiscing & arguing like in real life. And then we have Jake with his  vampire which  is not  a drama! The plot is kinda dumb but there are many elements which makes all the  difference! I expected to see a B LK movie, and instead i watched a drama with some  funny spots :-br / -br  <unk>  &  &/or thrillers. As for the  fight scenes with Jake: just enjoy them.	0.39156626506024095	1	0.20625000000000002	6.351557016372681	False
0	9	0	1	1	0.00014528720930684358	0.5507807	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  monster in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  monster.<br /><br  ]OK, first of all when you're going to make a film you must Decide if its a  drama or a drama! As a  romance the movie is  about two characters: father, father (Jake), parent, sister... everyone are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend which  gives  a really good twist to all the  stories! I expected to see a B &W style movie, and instead i watched a drama with some  funny spots (<unk> br / <unk> br  ) &  suspenses. As for the  fights with Jake: just forget them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  monster in his closet & his parents are fighting all the time.<br /><br  /> This movie is slower than a  soap opera... and suddenly, Jake decides to become Rambo and kill the  monster.<br /><br  ]OK, first of all when you're going to make a film you must Decide if its a  drama or a drama! As a  romance the movie is  about two characters: father, father (Jake), parent, sister... everyone are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend which  gives  a really good twist to all the  stories! I expected to see a B &W style movie, and instead i watched a drama with some  funny spots (<unk> br / <unk> br  ) &  suspenses. As for the  fights with Jake: just forget them.	0.39156626506024095	1	0.20625000000000002	6.351557016372681	False
0	10	0	1	1	0.00014528720930684358	0.9865796	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<br /><br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<br /><br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<br /><br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them.	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his  backyard. Jake & his parents are fighting all the time (br / gbr ...).This movie is  little less than a  drama... and suddenly, Jake decides to become Rambo and kill the  dragon!(gbr / rgbr  ) Oh yeah, first of all when you're going to make a film you must  prude if its a  horror or a drama! As a  drama the  characters are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend ( which  is  a little bit boring), all the  arguing! I expected to see a B &W movie, and instead i watched a drama with some  hot spots (gbr / tbr  )... with  LOTs. As for the  fights with Jake: just love them.	Basically there's a family where a little boy (Jake) thinks there's a zombie in his closet & his parents are fighting all the time.<unk>br /><unk>br />This movie is slower than a soap opera... and suddenly, Jake decides to become Rambo and kill the zombie.<unk>br /><unk>br />OK, first of all when you're going to make a film you must Decide if its a thriller or a drama! As a drama the movie is watchable. Parents are divorcing & arguing like in real life. And then we have Jake with his closet which totally ruins all the film! I expected to see a BOOGEYMAN similar movie, and instead i watched a drama with some meaningless thriller spots.<unk>br /><unk>br />3 out of 10 just for the well playing parents & descent dialogs. As for the shots with Jake: just ignore them. 	Basically there's a family where a little boy (Jake) thinks there's a  dragon in his  backyard. Jake & his parents are fighting all the time (br / gbr ...).This movie is  little less than a  drama... and suddenly, Jake decides to become Rambo and kill the  dragon!(gbr / rgbr  ) Oh yeah, first of all when you're going to make a film you must  prude if its a  horror or a drama! As a  drama the  characters are  reminiscing & arguing like in real life. And then we have Jake with his  girlfriend ( which  is  a little bit boring), all the  arguing! I expected to see a B &W movie, and instead i watched a drama with some  hot spots (gbr / tbr  )... with  LOTs. As for the  fights with Jake: just love them.	0.39759036144578314	1	0.275	6.351557016372681	False
